University,University-Country,Exchange-Course-Code,Exchange-Course-Title,HKU-Faculty,HKU-Course-Code,HKU-Course-Title
University of Western Ontario,Canada,SOCIOLOG2180B,Development and Health Inequalities,SOCI,TSOC9000,Unmapped advanced course for Sociology
University of Western Ontario,Canada,WOMENST1022G,"Gender, Justice and Change",SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Western Ontario,Canada,WOMENST1024G,"Introduction to Equity, Diversity and Human Rights",SOCI,TSOC9001,Unmapped introductory course for Sociology
University of Western Ontario,Canada,WOMENST2163,"Sex, How To$ Sex Education",SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Western Ontario,Canada,WOMENST2163B,"Sex, How To: Sex Education, Its History and Controversies",SOCI,TGCR9000,Global Citizenship for Social Sciences
Wilfrid Laurier University,Canada,PS262,Introduction to Perception,PSYC,TGCR9000,Global Citizenship for Social Sciences
Wilfrid Laurier University,Canada,PS271,Personality,PSYC,PSYC2019,Psychology of personality
Wilfrid Laurier University,Canada,PS272,Group Processes,PSYC,TGCR9000,Global Citizenship for Social Sciences
Wilfrid Laurier University,Canada,PS280,Abnormal Psychology,PSYC,PSYC2062,Introduction to psychopathology
York University ,Canada,AP POLS 3262,Popular Culture and International Politics,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
York University ,Canada,AP/ANTH 3130 ,Archaeology and Society,SOCI,TGCR9000,Global Citizenship for Social Sciences
York University ,Canada,AP/COMN 3701 ,"Advertising, Culture and Society",SOH,CLIT2025,Visual cultures
York University ,Canada,AP/COMN 3770,Global Youth Cultures,SOCI,TGCR9000,Global Citizenship for Social Sciences
York University ,Canada,AP/SOSC 3393,Queering Law,POLI,TGCR9000,Global Citizenship for Social Sciences
York University ,Canada,HH PSYC 2130,Personality,PSYC,PSYC2019,Psychology of personality
York University ,Canada,HH/PSYC 2220,Sensation and Perception I,PSYC,TGCR9000,Global Citizenship for Social Sciences
York University ,Canada,HH/PSYC 2240,Biological Basis of Behaviour,PSYC,PSYC2022,Biological psychology
York University ,Canada,HH/PSYC 2260,Cognition,PSYC,PSYC2007,Cognitive psychology
York University ,Canada,HH/PSYC 3140,Abnormal Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
York University ,Canada,HH/PSYC 3290 ,Psycholinguistics ,PSYC,TPSY9000,Unmapped advanced course for Psychology
York University ,Canada,MODR 1711,Critical Thinking,SOH,TFSS9001,Unmapped introductory course for Social Sciences
York University ,Canada,PSYC 2030,Introduction to Research Methods,SWSA,SOWK2085,Social service research I: methodology
York University ,Canada,PSYC 2120,Social Psychology,PSYC,PSYC2020,Fundamentals of social psychology
York University ,Canada,PSYC 3125,History of Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
York University ,Canada,PSYC 3140,Abnormal psychology,SWSA,SOWK2008,Human behaviour and the social environment (II)
Pontifical Catholic University of Chile,Chile,ARO100F,Introduction to Digital Photography,JMSC,TGCR9000,Global Citizenship for Social Sciences
Pontifical Catholic University of Chile,Chile,EAE105A,Introduction to Economy,HKUBS,ECON1210,Introductory microeconomics
Pontifical Catholic University of Chile,Chile,ICP0301,Introduction to International Relations ,POLI,TGCR9000,Global Citizenship for Social Sciences
Pontifical Catholic University of Chile,Chile,IHI2321,Japan: Culture and History,SMLC,JAPN2093,"Japan and the World, 1550-1850"
Pontifical Catholic University of Chile,Chile,IHI2370-2,(Seminar of Chilean culture)Seminario de Cultura Chilena,SMLC,TGCR9000,Global Citizenship for Social Sciences
Pontifical Catholic University of Chile,Chile,LET090P,Spanish Intensive Course: Lower Intermediate Level,SMLC,SPAN2002,Spanish II.2
Pontifical Catholic University of Chile,Chile,LET132P,Spanish as a Second Language and Chilean Culture Intermediate Level-B1,SMLC,SPAN3002,Spanish III.2
Pontifical Catholic University of Chile,Chile,PSI1201-4,Developmental Psychology II,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of the Andes,Chile,N/A,Latin American Economic and Political Development,SINO,TSNO9000,Unmapped advanced course for China Studies
University of the Andes,Chile,N/A,Political Philosophy of a Free Society,SINO,TSNO9000,Unmapped advanced course for China Studies
Fudan University,China,N/A,Introduction to AI,SOCI,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,N/A,Survey of International Economics,HKUBS,TFSS9000,Unmapped advanced course for Social Sciences
Fudan University,China,ECON130006,Econometrics,HKUBS,ECON2280,Introductory econometrics
Fudan University,China,ECON170005,China's Modern Economy,CC,CCCH9007,China in the Global Economy
Fudan University,China,ECON170005,China's Modern Economy,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,ECON170006,International Trade,CC,CCCH9007,China in the Global Economy
Fudan University,China,ECON170006,International Trade,HKUBS,FINA1310,Corporate finance
Fudan University,China,ECON170006,International Trade,POLI,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,ECON170006,International Trade,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Fudan University,China,ECON170015,Industrial Organization,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,ECON170035,International Finance: Markets and Policies,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,ECON2130001,Probability and Statistics,STAT,STAT1603,Introductory statistics
Fudan University,China,ECON2130037,Risk Management and Derivatives,HKUBS,FINA2322,Derivatives
Fudan University,China,ECON2130037,Risk Management and Derivatives,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,ECON2170007,Topics in Development Economics,CC,CCGL9025,The Political Economy of Growth and Poverty in the World
Fudan University,China,ECON2170007,Topics in Development Economics,HKUBS,ECON2262,Economic development
Fudan University,China,ECON2170007,Topics in Development Economics,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,ECON2170010,International Finance,HKUBS,FINA3351,Spreadsheet financial modeling
Fudan University,China,ECON2170010,International Finance,HKUBS,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,ECON2170025,Fundamentals of Marketing,HKUBS,MKTG2501,Introduction to marketing
Fudan University,China,HIST170005,Culture Resources of Cities in China,SMLC,SINO2008,World heritage in Asia
Fudan University,China,HIST170007,"China, the Third World and the Cold War",POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Fudan University,China,ICES110011,Intermediate Chinese,CHIN,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,JOUR130125,Advertising and Culture,SOCI,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,JOUR170001,China's Media and Politics in the Context of Globalization,CC,CCGL9011,Media in the Age of Globalization
Fudan University,China,JOUR170001,Chinese Media and Politics in the Context of Globalization,SOCI,SOCI2077,"Media, culture and communication in contemporary China"
Fudan University,China,JOUR170001,Chinese Media and Politics in the Context of Globalization,SOCI,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,JOUR170001,Chinese Media and Politics in the Context of Globalization,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Fudan University,China,JOUR170005,Social media and social networking,CC,CCGL9011,Media in the Age of Globalization
Fudan University,China,JOUR170005,Social Media and Social Networking,SOCI,SOCI2080,Media and culture in modern societies
Fudan University,China,JOUR170005,Social Media and Social Networking,SOCI,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,LAWS170002,International Law,LLAW,TFSS9001,Unmapped introductory course for Social Sciences
Fudan University,China,MANA130006,Marketing Management,HKUBS,MKTG2501,Introduction to marketing
Fudan University,China,MANA2170009,Corporate Finance,HKUBS,FINA1310,Corporate finance
Fudan University,China,POLI130010,Introduction to Political Development,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Fudan University,China,POLI130024,Contemporary External Relations of the People's Republic of China,SINO,TSNO9000,Unmapped advanced course for China Studies
Fudan University,China,POLI130044,Public Relations,POLI,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,POLI130095,Mass Media and Diplomacy,POLI,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,POLI130096,International Negotiation,POLI,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,POLI130130,Energy and International Relations,POLI,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,POLI130131,Economic Diplomacy,POLI,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,POLI130188,International Development,HKUBS,ECON2262,Economic development
Fudan University,China,POLI130188,International Development,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Fudan University,China,POLI130191,Political Culture and Public Opinion in Contemporary China,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Fudan University,China,POLI130192,Nationalism and Ethnic Conflict,POLI,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,POLI130193,Chinese Society: Past and Present,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Fudan University,China,POLI130193,Chinese Society: Past and Present,SINO,TSNO9000,Unmapped advanced course for China Studies
Fudan University,China,POLI130195,Comparative Politics of East Asia,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Fudan University,China,POLI130212,Studies on China's Public Management Frontiers ,SINO,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,POLI130221,Health Politics,SINO,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,POLI170002,Sino-US Relations and the Rise of Asia ,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Fudan University,China,PTSS170001,Introduction to the Chinese Traditional Civilization,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Fudan University,China,SOCI170005,Chinese Culture and Society on the Globalization Era,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Fudan University,China,SOCI170008,China's Belt and Road and Its Impact in the Developing World,SOCI,TGCR9000,Global Citizenship for Social Sciences
Fudan University,China,SOCI170008,China's Belt and Road and Its Impact in the Developing World,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Fudan University,China,SOCI2170006,Psychology and Life,CC,CCHU9065,A Life Worth Living
Fudan University,China,SOCI2170006,Psychology and Life,PSYC,PSYC1001,Introduction to psychology
Fudan University,China,SOSC2120006,Accounting,HKUBS,ACCT1101,Introduction to financial accounting
Fudan University,China,TOUR130077,Introduction to Creative Industries,SOCI,TGCR9000,Global Citizenship for Social Sciences
Nanjing University,China,000000030A,Mao Zedong Thought and the Theoretical System of Socialism with Chinese Characteristics,SINO,TSNO9000,Unmapped advanced course for China Studies
Nanjing University,China,02110930I,Modern History of Sino-American Relations ,SINO,TGCR9000,Global Citizenship for Social Sciences
Nanjing University,China,08081110I,Cultural Anthropology of China,SINO,TGCR9000,Global Citizenship for Social Sciences
Nanjing University,China,08081120I,Introduction to Contemporary Chinese Society,SINO,TSNO9000,Unmapped advanced course for China Studies
Nanjing University,China,2110300,Introduction to Taiwan Issue,SINO,TGCR9000,Global Citizenship for Social Sciences
Nanjing University,China,310060,The Ethnicity and Border Areas of China in the Twentieth Century,SINO,TSNO9000,Unmapped advanced course for China Studies
Nanjing University,China,6000000,Contemporary Chinese Government and Politics,SINO,TSNO9000,Unmapped advanced course for China Studies
Nanjing University,China,6000070,Comparisons of Administrative System,POLI,TGCR9000,Global Citizenship for Social Sciences
Nanjing University,China,6010500,History of the People's Republic of China,SINO,TSNO9000,Unmapped advanced course for China Studies
Nanjing University,China,6050300,China's Foreign Relations and Diplomacy,SINO,TSNO9000,Unmapped advanced course for China Studies
Nanjing University,China,6050320,American Politics and Foreign Policy,SINO,TSNO9000,Unmapped advanced course for China Studies
Nanjing University,China,61001490,Visual Culture and Film Practices,SOH,TGCR9000,Global Citizenship for Social Sciences
Nanjing University,China,8010140,Social Problems,SOCI,TGCR9000,Global Citizenship for Social Sciences
Nanjing University,China,8010270,Introduction to community,SOCI,TGCR9000,Global Citizenship for Social Sciences
Nanjing University,China,8020050,Human Behavior and Social Environment,SWSA,TFSS9001,Unmapped introductory course for Social Sciences
Nanjing University,China,8030100,Educational Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
Peking University,China,N/A,China and Africa: Global Encounters in History and Present,POLI,TGCR9000,Global Citizenship for Social Sciences
Peking University,China,N/A,"China Economy: Technology, Growth and Global Connections ",CC,CCCH9007,China in the Global Economy
Peking University,China,N/A,China in Global Economy,POLI,TGCR9000,Global Citizenship for Social Sciences
Peking University,China,N/A,China in the Global Economy,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
Peking University,China,N/A,Chinese Traditional Identity and its transformation after 1949,POLI,TGCR9000,Global Citizenship for Social Sciences
